Nom;Adresse;lat;lon;Heure d'ouverture;heure fermeture;Categorie;Food;Tabac;Epicerie;Bar
L’Embuscade;47 rue de la Rochefoucauld 75009 Paris;48.8800868;2.3350159;;;Bar;0;0;0;4
L’Embuscade;47 rue de la Rochefoucauld 75009 Paris;48.8800868;2.3350159;;;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Café et thé;0;0;0;4
43 Up On The Roof;4 rue Danton9e étage de l'hôtel Holiday Inn Paris Notre-Dame 75006 Paris;48.8529682;2.3499021;17:00;00:00;Bar Lounge;0;0;0;4
43 Up On The Roof;4 rue Danton9e étage de l'hôtel Holiday Inn Paris Notre-Dame 75006 Paris;48.8529682;2.3499021;17:00;00:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Zinc des Cavistes;5 rue du Faubourg Montmartre 75009 Paris;48.8718709;2.3427504;;;Bar à vins;0;0;0;4
Le Zinc des Cavistes;5 rue du Faubourg Montmartre 75009 Paris;48.8718709;2.3427504;;;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Highlander;8 rue de Nevers 75006 Paris;48.8560916;2.3396498;17:00;02:00;Pubs;0;0;0;4
The Highlander;8 rue de Nevers 75006 Paris;48.8560916;2.3396498;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Auld Alliance Pub;80 rue François Miron 75004 Paris;48.8553539;2.3591543;15:00;02:00;Pubs;0;0;0;4
Auld Alliance Pub;80 rue François Miron 75004 Paris;48.8553539;2.3591543;15:00;02:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Buddha-Bar;8 bis rue Boissy d'anglas 75008 Paris;48.8678954;2.3213146;12:00;02:00;Bar Lounge;0;0;0;4
Buddha-Bar;8 bis rue Boissy d'anglas 75008 Paris;48.8678954;2.3213146;12:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
Bar 61;3 Rue de l'Oise 75019 Paris;48.8904738;2.3820503;11:00;02:00;Bar tabac presse et PMU;0;0;0;4
Bar 61;3 Rue de l'Oise 75019 Paris;48.8904738;2.3820503;11:00;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Pubs;0;0;0;4
Who’s;14 rue Saint-Merri 75004 Paris;48.859558;2.3529634;17:00;18:00;Restaurant Français;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Sans Gêne;112 rue Legendre 75017 Paris;48.8881021;2.3210658;09:00;02:00;Bar;0;0;0;4
Sans Gêne;112 rue Legendre 75017 Paris;48.8881021;2.3210658;09:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Shannon Pub;23 rue Bréa 75006 Paris;48.842539;2.3299869;18:00;04:30;Pubs;0;0;0;4
;;;;;;Bar à bières;0;0;0;4
The Pledge Bar;19 rue des Deux Ponts 75004 Paris;48.8517292;2.3564257;11:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Chambre d'hôte & Maison d'hôte;0;0;0;4
;;;;;;Bed & Breakfast;0;0;0;4
Kiez;24 rue Vauvenargues 75018 Paris;48.8936104;2.3333468;09:00;02:00;Restaurant Allemand;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Bar à bières;0;0;0;4
L’Ogre;1 ave de Versailles 75016 Paris;48.8504685;2.2773588;;;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Carr’s;1 rue du Mont-Thabor 75001 Paris;48.8653071;2.329738;12:00;02:00;Restaurant Irlandais;0;0;0;4
;;;;;;Pubs;0;0;0;4
Kitty O’Shea’s;10 rue des Capucines 75002 Paris;48.8688914;2.3296196;13:00;01:30;Bar des sports;0;0;0;4
;;;;;;Restaurant Irlandais;0;0;0;4
;;;;;;Pub Irlandais;0;0;0;4
Les Furieux;74 rue Roquette 75011 Paris;48.8558916;2.3752489;16:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Clichy’s Tavern;128 bis bd Clichy 75018 Paris;48.8847871;2.329108;07:00;05:00;Pubs;0;0;0;4
;;;;;;Brasseur;0;0;0;4
;;;;;;Restaurant Belge;0;0;0;4
Aux Caves d’Aligre;4 place d'AligreMarché d'Aligre 75012 Paris;48.8293647;2.4265406;16:00;22:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Jesus Paradis;22 cour des Petites Ecuries 75010 Paris;48.8724889;2.3515979;;;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant Brésilien;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
L’Ivress;5 rue Poissonniere 75002 Paris;48.86879;2.3477303;18:00;00:00;Lyonnais;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Chez Vous;15 rue Choron 75009 Paris;48.8777075;2.3398089;10:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
Les Caves Populaires;22 rue des Dames 75017 Paris;48.8847686;2.3246547;08:30;01:30;Bar à vins;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Zéro Zéro;89 rue Amelot 75011 Paris;48.8615945;2.3678718;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Dellys;5 rue des Deux Gares 75010 Paris;48.878353;2.3578705;10:00;00:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Restaurant Méditerranéen;0;0;0;4
Corcoran’s;23 bd Poissonnière 75009 Paris;48.8712874;2.3441988;11:00;05:00;Pubs;0;0;0;4
;;;;;;Pub Irlandais;0;0;0;4
Le Batofar;11 quai François Mauriac 75013 Paris;48.8327009;2.3788474;12:00;00:00;Boîte de nuit. club;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Bar La Vue;Hyatt Regency Paris Étoile3 place du Général Koening 75017 Paris;48.856614;2.3522219;17:00;01:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Stolly’s;16 rue Cloche-Perce 75004 Paris;48.8564167;2.3572623;18:30;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Panic Room;101 rue Amelot 75011 Paris;48.8612144;2.3676228;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
L’Art Brut Bistrot;78 rue Quimcampoix 75003 Paris;48.862135;2.3512151;16:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Café Titon;34 rue Titon 75011 Paris;48.8528479;2.3863345;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Restaurant Allemand;0;0;0;4
;;;;;;Bar;0;0;0;4
Albion;80 rue du Faubourg Poissonnière 75010 Paris;48.8765957;2.3488843;12:00;14:00;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
L’Attirail;9 rue au Maire 75003 Paris;48.8644951;2.3569637;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Café Martini;11 rue du Pas de la Mule 75004 Paris;48.8559692;2.3670637;12:00;00:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Bubar;3 rue des Tournelles 75004 Paris;48.8540111;2.3672671;;;Bar à vins;0;0;0;4
Le Bucheron;14 rue de Rivoli 75004 Paris;48.8556475;2.3596397;07:30;02:00;Bar;0;0;0;4
;;;;;;Restaurant Italien;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Paname Art Café;14 rue de la Fontaine au Roi 75011 Paris;48.8683967;2.3699958;09:00;02:00;Restaurant Européen moderne;0;0;0;4
;;;;;;Café-théâtre;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
L’Atelier Renault;53 ave des Champs Elysées 75008 Paris;48.8699401;2.3051771;10:30;23:30;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Musée;0;0;0;4
Le Rubis;10 rue du Marché Saint-Honoré 75001 Paris;48.8661397;2.331249;07:00;22:00;Brasserie;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Marcounet;14 quai de l'Hotel de Ville 75004 Paris;48.8534061;2.3567317;09:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Cucina francese;0;0;0;4
Le Galway Irish Pub;13 quai des Grands Augustins 75006 Paris;48.8539133;2.3435253;12:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Au Caveau Montpensier;15 rue Montpensier 75001 Paris;48.8646474;2.3366953;;;Pubs;0;0;0;4
The Green Linnet;8 Avenue Victoria 75004 Paris;48.8572248;2.3496625;;;Pubs;0;0;0;4
Teddy’s Bar;3 rue Thouin 75005 Paris;48.8450062;2.349309;15:30;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Tribal Café;3 cour des Petites Ecuries 75010 Paris;48.8724424;2.3534773;11:00;13:00;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Restaurant Africain;0;0;0;4
Boucherie Roulière;24 rue des Canettes 75006 Paris;48.851645;2.3335482;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
The Fifth Bar;62 rue Mouffetard 75005 Paris;48.8430131;2.3493978;17:00;02:00;Pubs;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Un Zèbre à Montmartre;38 rue Lepic 75018 Paris;48.8860421;2.3347855;09:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
La Légende;100 rue Legendre 75017 Paris;48.8877089;2.3203773;18:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Bar Demory Paris;62 rue de Quincampoix 75004 Paris;48.8615748;2.3507896;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Glass;7 rue Frochot 75009 Paris;48.8814898;2.3372386;18:00;03:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
La Fée Verte;108 rue de la Roquette 75011 Paris;48.8568497;2.377895;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Café;0;0;0;4
Café Divan;60 rue de la Roquette 75011 Paris;48.8551897;2.374019;11:30;00:00;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le Vingt Heures Vin;15-17 rue Joseph de Maistre 75018 Paris;48.8861496;2.3328889;19:00;01:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
West Bar;61 rue Legendre 75017 Paris;48.8862033;2.3177461;;;Bar;0;0;0;4
Chat Bar ex Escale;3 rue Monsieur le Prince 75006 Paris;48.8516954;2.3390829;18:00;05:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
“La Marelle”;20 rue Bréguet 75011 Paris;48.8572356;2.373331;09:00;00:00;Bar;0;0;0;4
;;;;;;Restaurant;0;0;0;4
Le Queen;102 avenue des Champs Élysées 75008 Paris;48.8718588;2.3023378;23:30;06:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Le Percolateur;20 rue Turin 75008 Paris;48.8812155;2.3248578;12:00;00:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Long Hop;25/27 rue Frédéric Sauton 75005 Paris;48.8504627;2.3490452;16:00;02:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Tagada Bar;40 rue Trois Frères 75018 Paris;48.891305;2.3529867;18:00;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Le Baiser Salé;58 rue des Lombards 75001 Paris;48.8600234;2.3479314;17:00;06:00;Bar;0;0;0;4
;;;;;;Spectacle;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
WINE by ONE;27 rue de Marignan 75008 Paris;48.869591;2.306496;12:00;23:00;Bar à vins;0;0;0;4
;;;;;;Bar à Champagne;0;0;0;4
Mojito Lab;28 rue Keller 75011 Paris;48.8551357;2.3758655;18:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Au Rêve;89 rue Caulaincourt 75018 Paris;48.8897526;2.3377651;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
La Lucha Libre;10 rue Montagne Sainte Geneviève 75005 Paris;48.8489962;2.3485968;17:00;02:00;Bar;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
The Frog at Bercy Village;25 Cour Saint-Emilion 75012 Paris;48.8327432;2.3860483;12:00;02:00;Pubs;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
Café Chéri;44 bd de la Villette 75019 Paris;48.8741551;2.3753467;08:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Café;0;0;0;4
Au Bleu Cerise;6 cour des Petites Ecuries 75010 Paris;48.8724485;2.3533762;18:00;02:00;Bar à vins;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Lakanal;2 avenue René Coty 75014 Paris;48.8332112;2.3325768;08:00;23:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Café;0;0;0;4
La Karambole;10 rue Hégésippe-MoreauMétro la Fourche ou place de Clichy 75018 Paris;48.883609;2.327798;10:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Le Café Laurent;Hôtel d'Aubusson33 rue Dauphine 75006 Paris;48.8546893;2.3393078;07:00;11:00;Bar;0;0;0;4
;;;;;;Jazz & Blues;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;;0;0;0;4
La Petite Porte;20 boulevard Saint Martin 75010 Paris;48.8690875;2.3564149;09:00;02:00;Brasserie;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
La Villette Enchantée;Grande Halle de La Villette 75019 Paris;48.8883885;2.3724447;;;Bar Lounge;0;0;0;4
Extra Old Cafe;307 rue Fbg St Antoine 75011 Paris;48.8490067;2.3926268;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Habemus Bar restaurant;13 rue MonsignyQuartier Opéra 75002 Paris;48.8675641;2.34399;12:00;15:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Connolly’s Corner;12 rue de Mirbel 75005 Paris;48.8410393;2.3508516;16:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Coltrane;38 rue Notre-Dame de Nazareth 75003 Paris;48.8675744;2.3587698;15:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Coq;12 rue du Chateau d'Eau 75010 Paris;48.8698628;2.3611553;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Kriza Bar;9 Rue Vandamme 75014 Paris;48.8394996;2.3227909;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
The Pure Malt;4 rue Caron 75004 Paris;48.8550345;2.3626493;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Au Trappiste;4 rue St Denis 75001 Paris;48.858305;2.3473134;11:00;02:00;Brasserie;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Sans Souci;65 rue Jean-Baptiste Pigalle 75009 Paris;48.8813556;2.3360582;12:00;23:00;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
The Bottle Shop;5 rue Trousseau 75011 Paris;48.8511991;2.3783958;12:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Buvette Gastrothèque;28 rue Henri Monnier 75009 Paris;48.8804591;2.337699;08:30;00:00;Restaurant Français;0;0;0;4
;;;;;;Pub gastronomique;0;0;0;4
;;;;;;Bar;0;0;0;4
Restaurant du Luxembourg;44 rue d'Assas 75006 Paris;48.8472313;2.3298474;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;;0;0;0;4
Bakkus;97 rue du Cherche-Midi 75006 Paris;48.8465342;2.3213761;12:00;23:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Bespoke;3 rue Oberkampf 75011 Paris;48.8629101;2.3675675;12:00;15:00;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant Américain (traditionnel);0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;;0;0;0;4
Yono’s Bar;37 rue Vieille du Temple 75004 Paris;48.8578234;2.357488;17:00;01:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Lézard café;32 rue Etienne Marcel 75002 Paris;48.8646012;2.3464315;09:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le Reflet;6 rue Champollion 75005 Paris;48.8498595;2.3429076;;;Bar;0;0;0;4
La Rotonde Bastille;17 rue de la Roquette 75011 Paris;48.8544769;2.3716387;08:00;06:00;Bar;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
L’Enoteca;25 rue Charles V 75004 Paris;48.8533138;2.3618052;12:00;14:30;Bar à vins;0;0;0;4
;;;;;;Restaurant Italien;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
3 Pièces Cuisine;25 rue de Chéroy 75017 Paris;48.8828639;2.318189;08:00;01:30;Bar à vins;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Café La Laverie;70 rue de Ménilmontant 75020 Paris;48.8687107;2.3898733;09:00;02:00;Café;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Kong;1 rue Pont Neuf 75001 Paris;48.8592154;2.3431332;12:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Asiatique;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Le Violon Dingue;46 Rue de la Montagne Sainte-Geneviève 75005 Paris;48.8476036;2.3484703;20:00;05:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Le Sully;13 rue du faubourg Saint-Denis 75010 Paris;48.8703082;2.352767;07:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
L’Ecluse;15 quai Grands Augustins 75006 Paris;48.8539464;2.3434704;11:00;23:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
The Freedom Pub;8 rue de Berri 75008 Paris;48.8723192;2.3040674;11:30;02:00;Pubs;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Restaurant Britannique;0;0;0;4
Rock’n Roll Circus;5 rue André Antoine 75018 Paris;48.8829352;2.3372825;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
La Caravane;35 rue de la Fontaine au Roi 75011 Paris;48.8684115;2.3712766;11:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Cube;63 rue de Dames 75017 Paris;48.8836365;2.3211713;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
L’Entrée des Artistes;8 rue de Crussol 75011 Paris;48.8639402;2.367495;19:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Moonshiner;5 rue Sedaine 75011 Paris;48.8557218;2.3711228;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant Italien;0;0;0;4
L’Arlequin;76 rue de Rennes 75006 Paris;48.8514222;2.3306866;;;Cinéma;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Laffitte;43 rue Laffitte 75009 Paris;48.8752758;2.3381927;07:00;22:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Café Bonnie;9 rue Récollets 75010 Paris;48.8743868;2.3620456;17:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Bar du Central;99 rue Saint-Dominique 75007 Paris;48.8593206;2.3068963;;;Restaurant Français;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Café et thé;0;0;0;4
Café Blanc;10 rue Croix des Petits Champs1er 75001 Paris;48.8627723;2.3397331;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
L’Autobus;1 rue Oberkampf 75011 Paris;48.8627864;2.3675397;09:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Ton Air de Brest;9 rue Maison Dieu 75014 Paris;48.8357297;2.3227126;;;Bar;0;0;0;4
Le Merle Moqueur;11 Rue De La Butte Aux Cailles 75013 Paris;48.8277461;2.3504141;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Bar à Champagne de la Tour Eiffel;Tour EiffelChamp de Mars 75007 Paris;48.8583701;2.2944813;12:30;18:00;Bar à Champagne;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Sputnik;14 rue Butte aux Cailles 75013 Paris;48.8279195;2.3512318;;;Restaurant Français;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Cyber café & café internet;0;0;0;4
25 Degré Est;10 place de la Bataille de Stalingrad 75019 Paris;48.8833328;2.3693008;11:00;02:00;Salle de concert;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
No Problemo;21 rue André Del Sarte 75018 Paris;48.8857124;2.3451701;12:00;15:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
La Terrasse du 7eme;2 place Ecole Militaire 75007 Paris;48.8530294;2.3098305;07:30;01:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Diner Américain;0;0;0;4
Le Bar;27 rue de Condé 75006 Paris;48.8497245;2.3380621;21:00;03:00;Bar Lounge;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Café Oz;1 rue de Bruxelles 75009 Paris;48.8837263;2.3322572;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Au Chat Noir;76 rue Jean-Pierre Timbaud 75011 Paris;48.8673385;2.376126;16:00;02:00;Café et thé;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Kube Hotel;1-5 Passage Ruelle 75018 Paris;48.88657;2.3588332;07:00;02:00;Hôtel;0;0;0;4
;;;;;;Restaurant;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Piment Café;15 rue de Sévigné 75004 Paris;48.8564781;2.3622378;09:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Cristal;163 ave de Suffren 75015 Paris;48.8457591;2.3099337;15:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Nüba;34 quai d'Austerlitz 75013 Paris;48.8408473;2.3696501;12:00;23:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Doobie’s;2 rue Robert-Estienne 75008 Paris;48.8691315;2.304484;;;Bar Lounge;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Le Café Cacahuète;1 rue Pierre Semard 75009 Paris;48.8775907;2.346967;07:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Gast;5 rue Crespin du Gast 75011 Paris;48.8661628;2.3817269;;;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Le Vin au Vert;70 rue de Dunkerque 75009 Paris;48.8822765;2.3462527;10:30;15:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Grazie;91 bd Beaumarchais 75003 Paris;48.8593718;2.3672784;12:00;14:30;Pizza;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Les Chimères;133 rue St Antoinequartier du marais 75004 Paris;48.8550389;2.3597449;06:00;02:00;Nourriture;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Bercail;144 Rue Oberkampf 75011 Paris;48.8662819;2.3810804;18:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
El Tonel;5 rue des Pyramides 75001 Paris;48.864432;2.3323229;11:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Espagnol;0;0;0;4
Willi’s Wine Bar;13 rue des Petits Champs 75001 Paris;48.8630074;2.3394709;12:00;22:45;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Coinstot Vino;26 bis passage des Panoramas 75002 Paris;48.8706319;2.3415709;12:00;14:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Chez Ginette;101 rue Caulaincourt 75018 Paris;48.8897895;2.3387442;08:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Pure Café;14 rue Jean Macé 75011 Paris;48.853282;2.3834659;07:00;01:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Bô Zinc;59 ave Mozart 75016 Paris;48.8544499;2.2696097;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
Le Salsero Bar;9 rue du Petit Pont 75005 Paris;48.8525049;2.3465762;17:00;02:00;Bar;0;0;0;4
;;;;;;Ecole de danse;0;0;0;4
Le Louvre Ripaille;1 rue Perrault 75001 Paris;48.8602501;2.3411296;12:00;23:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Andy Wahloo;69 rue des Gravilliers 75003 Paris;48.8644672;2.3542617;18:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
L’Armagnac;104 rue Charonne 75011 Paris;48.854443;2.3849041;07:30;01:30;Bar;0;0;0;4
;;;;;;Restaurant;0;0;0;4
Le Mini Palais;3 ave Winston Churchill 75008 Paris;48.865895;2.3138045;10:00;02:00;Restaurant Européen moderne;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le 35 Tours;35 rue Saint Sauveur 75002 Paris;48.86609;2.3483443;18:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Assiettes et planches;0;0;0;4
